collection,id,original_tokens,summary_tokens,compression_ratio,labels
case,C2612,1038,521,0.5019267822736031,"writ_jurisdiction,criminal_law,constitutional_law"
case,C2613,1133,265,0.23389232127096204,"civil_procedure,statutory_interpretation,constitutional_law,criminal_law"
case,C2614,465,209,0.44946236559139785,"constitutional_law,administrative_law,civil_procedure,writ_jurisdiction"
case,C2615,519,358,0.6897880539499036,"civil_procedure,constitutional_law,administrative_law,writ_jurisdiction"
case,C2616,1569,493,0.31421287444231993,"statutory_interpretation,writ_jurisdiction,administrative_law,criminal_law"
case,C2617,2424,382,0.15759075907590758,"criminal_law,constitutional_law,statutory_interpretation,civil_procedure"
case,C2618,872,392,0.44954128440366975,"criminal_law,statutory_interpretation,evidence_law"
case,C2619,2358,369,0.15648854961832062,"criminal_law,evidence_law,administrative_law,civil_procedure"
case,C2620,1896,319,0.16824894514767932,"administrative_law,writ_jurisdiction,property_law,statutory_interpretation"
case,C2621,2232,562,0.2517921146953405,"labor_law,service_law,statutory_interpretation"
case,C2622,8290,615,0.07418576598311219,"service_law,statutory_interpretation,administrative_law,constitutional_law"
case,C2623,2543,552,0.21706645694062132,"statutory_interpretation,administrative_law"
case,C2624,3594,660,0.18363939899833054,"statutory_interpretation,property_law,constitutional_law,administrative_law"
case,C2625,1541,319,0.20700843608046723,"constitutional_law,writ_jurisdiction,administrative_law,civil_procedure"
case,C2626,1517,379,0.24983520105471324,"civil_procedure,statutory_interpretation"
case,C2627,2791,294,0.1053385883195987,"criminal_law,evidence_law,property_law,civil_procedure"
case,C2628,4897,494,0.1008780886256892,"statutory_interpretation,service_law,criminal_law,administrative_law"
case,C2629,2157,328,0.1520630505331479,"evidence_law,criminal_law,statutory_interpretation,civil_procedure"
case,C2630,1426,373,0.2615708274894811,"labor_law,statutory_interpretation,civil_procedure"
case,C2631,4775,377,0.07895287958115184,"criminal_law,statutory_interpretation,civil_procedure,family_law"
case,C2632,1687,240,0.14226437462951985,"criminal_law,evidence_law,civil_procedure"
case,C2633,3387,380,0.11219368172423974,"evidence_law,criminal_law,civil_procedure"
case,C2634,6802,500,0.07350779182593355,"writ_jurisdiction,service_law,administrative_law,civil_procedure"
case,C2635,1864,239,0.12821888412017168,"criminal_law,civil_procedure,evidence_law"
case,C2636,1823,248,0.13603949533735601,"criminal_law,statutory_interpretation,civil_procedure"
case,C2637,1686,255,0.1512455516014235,"criminal_law,evidence_law,civil_procedure,property_law"
case,C2638,4082,521,0.12763351298383147,"administrative_law,statutory_interpretation,civil_procedure,constitutional_law"
case,C2639,7837,557,0.07107311471226234,"statutory_interpretation,administrative_law,civil_procedure,contract_law"
case,C2640,1055,292,0.27677725118483415,"service_law,administrative_law,statutory_interpretation,civil_procedure"
case,C2641,3232,468,0.1448019801980198,"criminal_law,statutory_interpretation,evidence_law"
case,C2642,14838,477,0.03214718964820057,"statutory_interpretation,service_law,administrative_law,civil_procedure"
case,C2643,3428,401,0.11697782963827305,"statutory_interpretation,writ_jurisdiction,administrative_law,constitutional_law"
case,C2644,4824,417,0.08644278606965174,"criminal_law,evidence_law,statutory_interpretation"
case,C2645,3979,608,0.15280221161095753,"civil_procedure,statutory_interpretation"
case,C2646,1797,281,0.1563717306622148,"criminal_law,property_law,statutory_interpretation"
case,C2647,3050,411,0.13475409836065574,"criminal_law,civil_procedure,evidence_law"
case,C2648,2278,371,0.16286215978928886,"criminal_law,evidence_law,family_law,statutory_interpretation"
case,C2649,4670,329,0.07044967880085654,"writ_jurisdiction,service_law,administrative_law,civil_procedure"
case,C2650,2064,334,0.1618217054263566,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C2651,316,147,0.4651898734177215,"criminal_law,statutory_interpretation,civil_procedure"
case,C2652,4536,462,0.10185185185185185,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C2653,1239,277,0.22356739305891848,"administrative_law,criminal_law"
case,C2654,599,239,0.3989983305509182,"criminal_law,civil_procedure,evidence_law"
case,C2655,8891,734,0.08255539309414014,"statutory_interpretation,service_law,writ_jurisdiction,constitutional_law"
case,C2656,4639,355,0.07652511317094202,"criminal_law,statutory_interpretation,evidence_law,family_law"
case,C2657,3639,376,0.10332508931025007,"evidence_law,criminal_law,statutory_interpretation,civil_procedure"
case,C2658,3431,565,0.16467502185951619,"statutory_interpretation,administrative_law,service_law,constitutional_law"
case,C2659,5304,488,0.09200603318250378,"service_law,administrative_law,statutory_interpretation,labor_law"
case,C2660,3904,526,0.13473360655737704,"statutory_interpretation,administrative_law,service_law,civil_procedure"
case,C2661,3507,340,0.09694895922440833,"property_law,administrative_law,civil_procedure,statutory_interpretation"
case,C2662,3016,386,0.12798408488063662,"criminal_law,evidence_law,civil_procedure,statutory_interpretation"
case,C2663,1805,282,0.1562326869806094,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C2664,2088,301,0.14415708812260536,"criminal_law,evidence_law,civil_procedure,statutory_interpretation"
case,C2665,3676,592,0.16104461371055495,"service_law,statutory_interpretation,writ_jurisdiction,administrative_law"
case,C2666,6092,557,0.09143138542350623,"administrative_law,statutory_interpretation,contract_law,constitutional_law"
case,C2667,8086,551,0.06814246846401187,"contract_law,administrative_law,civil_procedure,constitutional_law"
case,C2668,7285,583,0.08002745367192862,"contract_law,statutory_interpretation,civil_procedure,service_law"
case,C2669,1255,246,0.19601593625498007,"statutory_interpretation,criminal_law,civil_procedure,administrative_law"
case,C2670,7359,499,0.06780812610409023,"writ_jurisdiction,constitutional_law,statutory_interpretation,civil_procedure"
case,C2671,2983,403,0.13509889373114314,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C2672,3955,352,0.08900126422250317,"administrative_law,statutory_interpretation,civil_procedure,constitutional_law"
case,C2673,3722,453,0.12170875873186458,"criminal_law,civil_procedure,statutory_interpretation,property_law"
case,C2674,4943,628,0.12704835120372243,"constitutional_law,criminal_law,statutory_interpretation,administrative_law"
case,C2675,5058,466,0.09213127718465797,"administrative_law,service_law,statutory_interpretation,constitutional_law"
case,C2676,1176,295,0.2508503401360544,"statutory_interpretation,civil_procedure,constitutional_law,administrative_law"
case,C2677,1219,293,0.24036095159967186,"administrative_law,statutory_interpretation,service_law,constitutional_law"
case,C2678,4656,338,0.07259450171821306,"evidence_law,criminal_law,statutory_interpretation,civil_procedure"
case,C2679,2171,382,0.1759557807461999,"criminal_law,evidence_law,civil_procedure"
case,C2680,1496,306,0.20454545454545456,"criminal_law,statutory_interpretation,civil_procedure"
case,C2681,1182,391,0.33079526226734346,"service_law,criminal_law,administrative_law,civil_procedure"
case,C2682,1159,278,0.23986194995685936,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C2683,2958,460,0.1555104800540906,"statutory_interpretation,service_law,criminal_law,constitutional_law"
case,C2684,13411,816,0.060845574528372234,"constitutional_law,civil_procedure,property_law,statutory_interpretation"
case,C2685,2286,534,0.2335958005249344,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C2686,1668,375,0.22482014388489208,"criminal_law,administrative_law,civil_procedure,statutory_interpretation"
case,C2687,3779,348,0.09208785392961101,"criminal_law,evidence_law,civil_procedure"
case,C2688,3427,309,0.09016632623285672,"criminal_law,civil_procedure,statutory_interpretation"
case,C2689,5191,467,0.08996339818917357,"administrative_law,constitutional_law,statutory_interpretation,contract_law"
case,C2690,514,264,0.5136186770428015,"criminal_law,civil_procedure,evidence_law"
case,C2691,1699,470,0.2766333137139494,"statutory_interpretation,civil_procedure,constitutional_law,administrative_law"
case,C2692,2978,617,0.2071860308932169,"constitutional_law,civil_procedure,administrative_law,writ_jurisdiction"
case,C2693,667,265,0.39730134932533734,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C2694,1933,423,0.21883083290222452,"criminal_law,evidence_law,civil_procedure"
case,C2695,1352,307,0.22707100591715976,"criminal_law,civil_procedure,statutory_interpretation,evidence_law"
case,C2696,7999,599,0.07488436054506814,"statutory_interpretation,property_law,administrative_law,tax_law"
case,C2697,802,316,0.3940149625935162,"civil_procedure,statutory_interpretation,administrative_law"
case,C2698,2117,595,0.2810581010864431,"constitutional_law,administrative_law,writ_jurisdiction,statutory_interpretation"
case,C2699,2396,322,0.1343906510851419,"evidence_law,criminal_law,property_law,civil_procedure"
case,C2700,4715,592,0.12555673382820784,"writ_jurisdiction,criminal_law,statutory_interpretation,constitutional_law"
case,C2701,2246,335,0.1491540516473731,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C2702,1121,289,0.25780553077609275,"property_law,civil_procedure,statutory_interpretation"
case,C2703,3147,462,0.14680648236415633,"statutory_interpretation,service_law,administrative_law,writ_jurisdiction"
case,C2704,2478,736,0.2970137207425343,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C2705,9769,384,0.039308015149964175,"service_law,statutory_interpretation,writ_jurisdiction,constitutional_law"
case,C2706,5051,346,0.06850128687388636,"evidence_law,criminal_law,civil_procedure"
case,C2707,5401,695,0.12867987409738937,"labor_law,service_law,evidence_law,civil_procedure"
case,C2708,758,234,0.3087071240105541,"evidence_law,constitutional_law,criminal_law,statutory_interpretation"
case,C2709,5163,360,0.06972690296339337,"criminal_law,evidence_law,statutory_interpretation"
case,C2710,1407,478,0.33972992181947403,"statutory_interpretation,civil_procedure"
case,C2711,1911,284,0.14861329147043434,"evidence_law,criminal_law,civil_procedure,statutory_interpretation"
case,C2712,2808,340,0.12108262108262108,"administrative_law,statutory_interpretation,constitutional_law,contract_law"
case,C2713,1538,415,0.26983094928478546,"criminal_law,evidence_law,statutory_interpretation"
case,C2714,1552,792,0.5103092783505154,"criminal_law,statutory_interpretation,evidence_law"
case,C2715,1656,314,0.18961352657004832,"criminal_law,evidence_law,statutory_interpretation,family_law"
case,C2716,1679,319,0.18999404407385348,"contract_law,civil_procedure,statutory_interpretation"
case,C2717,7528,526,0.06987247608926674,"property_law,statutory_interpretation,administrative_law,civil_procedure"
case,C2718,629,142,0.22575516693163752,"criminal_law,evidence_law,civil_procedure,statutory_interpretation"
case,C2719,3181,420,0.13203395158755107,"administrative_law,civil_procedure,constitutional_law,service_law"
case,C2720,2665,342,0.12833020637898687,"criminal_law,civil_procedure,evidence_law"
case,C2721,2990,398,0.1331103678929766,"statutory_interpretation,criminal_law,administrative_law,evidence_law"
case,C2722,15562,489,0.03142269631152808,"criminal_law,evidence_law,civil_procedure,statutory_interpretation"
case,C2723,1502,227,0.1511318242343542,"evidence_law,criminal_law,statutory_interpretation"
case,C2724,2301,233,0.10126032159930465,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C2725,3283,430,0.13097776424002436,"criminal_law,evidence_law,civil_procedure"
case,C2726,2149,387,0.18008375988832015,"criminal_law,family_law,statutory_interpretation,writ_jurisdiction"
case,C2727,484,168,0.34710743801652894,"constitutional_law,criminal_law,service_law,writ_jurisdiction"
case,C2728,2491,440,0.17663588920112405,"evidence_law,criminal_law,civil_procedure,statutory_interpretation"
case,C2729,4927,362,0.07347270144103918,"administrative_law,civil_procedure,constitutional_law,service_law"
case,C2730,1439,323,0.22446143154968728,"writ_jurisdiction,constitutional_law,statutory_interpretation,criminal_law"
case,C2731,2675,393,0.1469158878504673,"statutory_interpretation,criminal_law,evidence_law"
case,C2732,3039,381,0.12537018756169793,"criminal_law,statutory_interpretation,civil_procedure"
case,C2733,3473,361,0.10394471638353009,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C2734,7499,403,0.05374049873316442,"civil_procedure,statutory_interpretation,property_law,evidence_law"
case,C2735,1258,397,0.31558028616852146,"statutory_interpretation,criminal_law,civil_procedure"
case,C2736,1196,334,0.2792642140468227,"statutory_interpretation,criminal_law,civil_procedure,evidence_law"
case,C2737,872,423,0.48509174311926606,"criminal_law,evidence_law,civil_procedure"
case,C2738,6532,404,0.06184935701163503,"criminal_law,statutory_interpretation,evidence_law,family_law"
case,C2739,4000,403,0.10075,"criminal_law,statutory_interpretation,family_law,evidence_law"
case,C2740,2622,617,0.23531655225019069,"statutory_interpretation,tax_law,criminal_law,civil_procedure"
case,C2741,3834,601,0.15675534689619197,"statutory_interpretation,writ_jurisdiction,constitutional_law"
case,C2742,2456,362,0.1473941368078176,"administrative_law,statutory_interpretation,constitutional_law,writ_jurisdiction"
case,C2743,445,239,0.5370786516853933,criminal_law
case,C2744,6618,541,0.08174675128437595,"administrative_law,statutory_interpretation,service_law,writ_jurisdiction"
case,C2745,2849,523,0.18357318357318358,"criminal_law,evidence_law,civil_procedure,statutory_interpretation"
case,C2746,7857,541,0.06885579737813415,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C2747,1500,401,0.2673333333333333,"statutory_interpretation,criminal_law,family_law,civil_procedure"
case,C2748,2084,339,0.1626679462571977,"constitutional_law,administrative_law,civil_procedure,contract_law"
case,C2749,4158,503,0.12097162097162097,"tax_law,statutory_interpretation,constitutional_law,administrative_law"
case,C2750,7981,519,0.06502944493171282,"statutory_interpretation,civil_procedure,administrative_law"
case,C2751,1794,288,0.1605351170568562,"criminal_law,evidence_law,family_law,statutory_interpretation"
case,C2752,1769,379,0.21424533634821932,"evidence_law,criminal_law,civil_procedure,statutory_interpretation"
case,C2753,1072,325,0.3031716417910448,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C2754,6566,509,0.07752056046299116,"constitutional_law,tax_law,administrative_law,statutory_interpretation"
case,C2755,3019,422,0.1397813845644253,"criminal_law,evidence_law,statutory_interpretation"
case,C2756,985,459,0.46598984771573604,"criminal_law,statutory_interpretation,civil_procedure"
case,C2757,4918,324,0.06588043920292802,"criminal_law,evidence_law,statutory_interpretation"
case,C2758,6173,395,0.06398833630325612,"service_law,constitutional_law,administrative_law,statutory_interpretation"
case,C2759,2522,268,0.10626486915146709,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C2760,3168,744,0.23484848484848486,"statutory_interpretation,criminal_law,civil_procedure,administrative_law"
case,C2761,4488,391,0.08712121212121213,"criminal_law,evidence_law"
case,C2762,1345,377,0.28029739776951673,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C2763,1551,525,0.33849129593810445,"criminal_law,civil_procedure,statutory_interpretation"
case,C2764,1971,430,0.21816336884830034,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C2765,1993,498,0.2498745609633718,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C2766,843,209,0.2479240806642942,"criminal_law,civil_procedure,evidence_law,statutory_interpretation"
case,C2767,2905,352,0.12117039586919105,"statutory_interpretation,property_law,constitutional_law,administrative_law"
case,C2768,1054,400,0.3795066413662239,"administrative_law,statutory_interpretation,service_law,criminal_law"
case,C2769,3524,439,0.12457434733257662,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C2770,3955,629,0.15903919089759797,"criminal_law,civil_procedure"
case,C2771,2656,339,0.1276355421686747,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C2772,1033,314,0.30396902226524686,"constitutional_law,civil_procedure,writ_jurisdiction"
case,C2773,5063,418,0.08255974718546316,"criminal_law,statutory_interpretation,evidence_law"
case,C2774,813,329,0.4046740467404674,"criminal_law,evidence_law,civil_procedure"
case,C2775,3256,360,0.11056511056511056,"criminal_law,statutory_interpretation,civil_procedure"
case,C2776,2722,323,0.11866274797942689,"criminal_law,civil_procedure,family_law,evidence_law"
case,C2777,3346,465,0.13897190675433355,"tax_law,statutory_interpretation,administrative_law,constitutional_law"
case,C2778,2148,409,0.1904096834264432,criminal_law
case,C2779,3338,404,0.12103055721989216,"criminal_law,evidence_law,civil_procedure"
case,C2780,1555,454,0.2919614147909968,"civil_procedure,statutory_interpretation,contract_law"
case,C2781,9478,618,0.0652036294576915,"service_law,statutory_interpretation,administrative_law,constitutional_law"
case,C2782,4684,410,0.08753202391118702,"criminal_law,statutory_interpretation"
case,C2783,10028,558,0.0556441962504986,"service_law,administrative_law,statutory_interpretation,civil_procedure"
case,C2784,3437,481,0.13994762874599942,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C2785,2892,604,0.20885200553250347,"statutory_interpretation,administrative_law,constitutional_law,civil_procedure"
case,C2786,3270,411,0.12568807339449542,"statutory_interpretation,service_law,labor_law,administrative_law"
case,C2787,2939,361,0.12283089486219803,"administrative_law,tax_law,constitutional_law,statutory_interpretation"
case,C2788,1701,317,0.18636096413874192,"criminal_law,evidence_law"
case,C2789,1488,218,0.14650537634408603,"criminal_law,civil_procedure"
case,C2790,1700,307,0.18058823529411766,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C2791,655,295,0.45038167938931295,"family_law,criminal_law,civil_procedure,property_law"
case,C2792,836,343,0.4102870813397129,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C2793,1560,444,0.2846153846153846,"statutory_interpretation,constitutional_law,administrative_law"
case,C2794,2119,461,0.21755545068428503,"criminal_law,contract_law,statutory_interpretation,civil_procedure"
case,C2795,2496,412,0.16506410256410256,"criminal_law,civil_procedure,evidence_law,statutory_interpretation"
case,C2796,1277,446,0.34925606891151134,"administrative_law,statutory_interpretation,criminal_law,civil_procedure"
case,C2797,1161,234,0.20155038759689922,"criminal_law,civil_procedure,family_law,evidence_law"
case,C2798,3361,474,0.14102945551919072,"statutory_interpretation,criminal_law,evidence_law,administrative_law"
case,C2799,1371,328,0.23924142961342085,"criminal_law,family_law,civil_procedure"
case,C2800,12208,405,0.03317496723460026,"administrative_law,labor_law,statutory_interpretation,tax_law"
case,C2801,3922,412,0.10504844467108618,"statutory_interpretation,service_law,administrative_law,constitutional_law"
case,C2802,2575,403,0.15650485436893205,"statutory_interpretation,criminal_law,civil_procedure"
case,C2803,1323,249,0.18820861678004536,"evidence_law,criminal_law,statutory_interpretation,civil_procedure"
case,C2804,5464,512,0.09370424597364568,"criminal_law,statutory_interpretation,constitutional_law,administrative_law"
case,C2805,18548,685,0.03693120552081087,"statutory_interpretation,service_law,tax_law,administrative_law"
case,C2806,951,312,0.3280757097791798,"writ_jurisdiction,civil_procedure,constitutional_law,contract_law"
case,C2807,2932,351,0.11971350613915416,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C2808,4941,478,0.09674155029346286,"criminal_law,evidence_law,family_law,civil_procedure"
case,C2809,10218,443,0.04335486396555099,"civil_procedure,statutory_interpretation,administrative_law,constitutional_law"
case,C2810,10297,410,0.03981742255025736,"criminal_law,evidence_law,civil_procedure,statutory_interpretation"
case,C2811,9650,465,0.04818652849740933,"statutory_interpretation,property_law,criminal_law,administrative_law"
case,C2812,2349,477,0.20306513409961685,"civil_procedure,writ_jurisdiction,constitutional_law,statutory_interpretation"
case,C2813,9166,451,0.04920357844206851,"statutory_interpretation,administrative_law,service_law,constitutional_law"
case,C2814,7276,808,0.11105002748763057,"service_law,statutory_interpretation,administrative_law,constitutional_law"
case,C2815,2572,623,0.2422239502332815,"criminal_law,statutory_interpretation,administrative_law,civil_procedure"
case,C2816,686,241,0.35131195335276966,"criminal_law,civil_procedure"
case,C2817,1787,275,0.15388919977616117,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C2818,6155,275,0.04467912266450041,"statutory_interpretation,property_law,contract_law,civil_procedure"
case,C2819,699,313,0.44778254649499283,"criminal_law,civil_procedure,evidence_law"
case,C2820,852,285,0.3345070422535211,"criminal_law,administrative_law,civil_procedure"
case,C2821,3575,642,0.1795804195804196,"administrative_law,constitutional_law,contract_law,writ_jurisdiction"
case,C2822,488,327,0.6700819672131147,"family_law,criminal_law,statutory_interpretation,evidence_law"
case,C2823,738,255,0.34552845528455284,"criminal_law,civil_procedure,statutory_interpretation,evidence_law"
case,C2824,1927,321,0.16658017644006226,"statutory_interpretation,criminal_law,evidence_law,civil_procedure"
case,C2825,1902,478,0.2513144058885384,"civil_procedure,property_law,contract_law,statutory_interpretation"
case,C2826,2862,337,0.11774982529699511,"administrative_law,statutory_interpretation,civil_procedure,criminal_law"
case,C2827,5992,620,0.10347129506008011,"criminal_law,property_law,statutory_interpretation,evidence_law"
case,C2828,5822,377,0.06475437993816557,"criminal_law,evidence_law,civil_procedure"
case,C2829,1101,263,0.23887375113533152,"criminal_law,statutory_interpretation,evidence_law"
case,C2830,4079,372,0.09119882324099043,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C2831,560,329,0.5875,"criminal_law,civil_procedure,statutory_interpretation,evidence_law"
case,C2832,2320,365,0.15732758620689655,"criminal_law,statutory_interpretation"
case,C2833,3923,596,0.15192454754014784,"statutory_interpretation,property_law,civil_procedure,administrative_law"
case,C2834,792,318,0.4015151515151515,"administrative_law,statutory_interpretation,labor_law,constitutional_law"
case,C2835,3870,472,0.12196382428940568,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C2836,3057,371,0.12136081125286229,"tax_law,statutory_interpretation,constitutional_law,administrative_law"
case,C2837,1628,214,0.13144963144963145,"criminal_law,civil_procedure,evidence_law"
case,C2838,7244,616,0.08503589177250138,"service_law,statutory_interpretation,administrative_law,civil_procedure"
case,C2839,4303,355,0.08250058099000697,"criminal_law,evidence_law,civil_procedure"
case,C2840,2820,655,0.2322695035460993,"statutory_interpretation,property_law,administrative_law,tax_law"
case,C2841,5256,586,0.11149162861491628,"statutory_interpretation,property_law,family_law,civil_procedure"
case,C2842,1745,355,0.2034383954154728,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C2843,2723,459,0.16856408373117884,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C2844,1018,312,0.30648330058939094,"criminal_law,civil_procedure,evidence_law"
case,C2845,2026,444,0.21915103652517276,"statutory_interpretation,administrative_law,criminal_law,contract_law"
case,C2846,4110,583,0.14184914841849147,"criminal_law,evidence_law,statutory_interpretation,administrative_law"
case,C2847,407,234,0.5749385749385749,"criminal_law,statutory_interpretation"
case,C2848,1252,259,0.20686900958466453,"criminal_law,statutory_interpretation,civil_procedure"
case,C2849,4477,377,0.08420817511726603,"statutory_interpretation,civil_procedure,administrative_law,property_law"
case,C2850,1715,339,0.197667638483965,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C2851,2971,479,0.16122517670817907,"criminal_law,evidence_law,civil_procedure,statutory_interpretation"
case,C2852,1563,397,0.25399872040946897,"criminal_law,administrative_law,writ_jurisdiction"
case,C2853,1438,271,0.18845618915159945,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C2854,900,296,0.3288888888888889,"civil_procedure,statutory_interpretation,contract_law,criminal_law"
case,C2855,7016,508,0.07240592930444698,"statutory_interpretation,service_law,administrative_law,constitutional_law"
case,C2856,1615,225,0.1393188854489164,"statutory_interpretation,civil_procedure,contract_law"
case,C2857,4276,523,0.12231057062675398,"contract_law,writ_jurisdiction,statutory_interpretation"
case,C2858,3740,498,0.13315508021390374,"administrative_law,family_law,labor_law,criminal_law"
case,C2859,8251,482,0.05841716155617501,"criminal_law,evidence_law,statutory_interpretation,constitutional_law"
case,C2860,2324,393,0.16910499139414803,"criminal_law,evidence_law,constitutional_law,civil_procedure"
case,C2861,2915,441,0.15128644939965694,"criminal_law,civil_procedure,evidence_law,statutory_interpretation"
case,C2862,3168,482,0.15214646464646464,"statutory_interpretation,criminal_law,civil_procedure,family_law"
case,C2863,4540,375,0.08259911894273128,"criminal_law,family_law,statutory_interpretation,evidence_law"
case,C2864,8661,430,0.04964784666897587,"criminal_law,administrative_law,statutory_interpretation,constitutional_law"
case,C2865,1638,236,0.14407814407814407,"administrative_law,service_law,civil_procedure,constitutional_law"
case,C2866,8350,448,0.05365269461077844,"statutory_interpretation,criminal_law,family_law,evidence_law"
case,C2867,1480,278,0.18783783783783783,"criminal_law,statutory_interpretation,civil_procedure"
case,C2868,5543,574,0.10355403211257441,"statutory_interpretation,tax_law,constitutional_law"
case,C2869,16920,451,0.0266548463356974,"property_law,statutory_interpretation,administrative_law,contract_law"
case,C2870,1343,284,0.2114668652271035,"criminal_law,civil_procedure,evidence_law"
case,C2871,1798,362,0.20133481646273638,"service_law,constitutional_law,statutory_interpretation"
case,C2872,3311,477,0.1440652370884929,"criminal_law,evidence_law,property_law,statutory_interpretation"
case,C2873,7296,562,0.07702850877192982,"statutory_interpretation,service_law,civil_procedure,administrative_law"
case,C2874,3969,411,0.10355253212396069,"criminal_law,administrative_law,evidence_law,statutory_interpretation"
case,C2875,3237,416,0.1285140562248996,"property_law,statutory_interpretation,administrative_law,civil_procedure"
case,C2876,2794,398,0.14244810307802433,"service_law,labor_law,constitutional_law,statutory_interpretation"
case,C2877,1054,346,0.32827324478178366,criminal_law
case,C2878,2733,522,0.19099890230515917,"criminal_law,evidence_law,civil_procedure,family_law"
case,C2879,5689,496,0.08718579715239937,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C2880,5100,398,0.0780392156862745,"criminal_law,evidence_law,statutory_interpretation,property_law"
case,C2881,1811,485,0.26780784097183874,"statutory_interpretation,administrative_law,civil_procedure,constitutional_law"
case,C2882,8296,459,0.055327868852459015,"civil_procedure,statutory_interpretation,family_law,property_law"
case,C2883,1445,262,0.18131487889273357,"criminal_law,civil_procedure,evidence_law"
case,C2884,2187,412,0.18838591678097852,"labor_law,evidence_law,civil_procedure,writ_jurisdiction"
case,C2885,2946,773,0.2623896809232858,"criminal_law,statutory_interpretation,administrative_law"
case,C2886,2229,537,0.24091520861372812,"administrative_law,statutory_interpretation,constitutional_law,writ_jurisdiction"
case,C2887,383,366,0.9556135770234987,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C2888,488,306,0.6270491803278688,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C2889,2561,513,0.2003123779773526,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C2890,279,261,0.9354838709677419,"criminal_law,statutory_interpretation,civil_procedure"
case,C2891,2632,497,0.18882978723404256,"civil_procedure,statutory_interpretation,administrative_law,service_law"
case,C2892,4218,297,0.07041251778093884,"criminal_law,evidence_law,civil_procedure"
case,C2893,9113,700,0.07681334357511248,"criminal_law,statutory_interpretation,evidence_law,constitutional_law"
case,C2894,1283,436,0.33982852689010135,"criminal_law,civil_procedure,administrative_law,statutory_interpretation"
case,C2895,12273,715,0.058257964637822866,"statutory_interpretation,tax_law,administrative_law,writ_jurisdiction"
case,C2896,2461,321,0.13043478260869565,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C2897,3774,637,0.16878643349231584,"administrative_law,statutory_interpretation,writ_jurisdiction,civil_procedure"
case,C2898,3145,400,0.1271860095389507,"criminal_law,family_law,statutory_interpretation,evidence_law"
case,C2899,5013,434,0.08657490524635947,"property_law,statutory_interpretation,family_law,evidence_law"
case,C2900,1531,266,0.1737426518615284,"criminal_law,statutory_interpretation,civil_procedure"
case,C2901,1913,246,0.12859383167799268,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C2902,2163,312,0.14424410540915394,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C2903,816,227,0.27818627450980393,"criminal_law,civil_procedure,evidence_law"
case,C2904,2744,295,0.10750728862973762,"criminal_law,evidence_law,statutory_interpretation"
case,C2905,7526,674,0.08955620515546107,"service_law,statutory_interpretation,administrative_law,civil_procedure"
case,C2906,3154,488,0.15472415979708307,"statutory_interpretation,administrative_law,constitutional_law,criminal_law"
case,C2907,1913,410,0.21432305279665448,"criminal_law,statutory_interpretation,civil_procedure"
case,C2908,3899,437,0.11208002051808157,"criminal_law,evidence_law,civil_procedure,administrative_law"
case,C2909,2375,346,0.14568421052631578,"criminal_law,evidence_law,civil_procedure"
case,C2910,3859,330,0.08551438196423944,"criminal_law,evidence_law,statutory_interpretation"
case,C2911,2558,339,0.1325254104769351,"criminal_law,evidence_law,civil_procedure"
